VegID,Veg_Description,Common_Name,genus,Family,GrowthForm,Lifespan,specific type,Comment
TEOWNtr5299,Terai-Duar savanna and grasslands,,BiReNtr74,BiomNtr7,Ntr,,,
TEOWNtr5300,Rann of Kutch seasonal salt marsh,,BiReNtr94,BiomNtr9,Ntr,,,
TEOWNtr5301,Kinabalu montane alpine meadows,,BiReNtr104,BiomNtr10,Ntr,,,
TEOWNtr5302,Deccan thorn scrub forests,,BiReNtr134,BiomNtr13,Ntr,,,
TEOWNtr5303,Indus Valley desert,,BiReNtr134,BiomNtr13,Ntr,,,
TEOWNtr5304,Northwestern thorn scrub forests,,BiReNtr134,BiomNtr13,Ntr,,,
TEOWNtr5305,Thar desert,,BiReNtr134,BiomNtr13,Ntr,,,
TEOWNtr5306,Goadavari-Krishna mangroves,,BiReNtr144,BiomNtr14,Ntr,,,
TEOWNtr5307,Indochina mangroves,,BiReNtr144,BiomNtr14,Ntr,,,
TEOWNtr5308,Indus River Delta-Arabian Sea mangroves,,BiReNtr144,BiomNtr14,Ntr,,,
TEOWNtr5309,Myanamar Coast mangroves,,BiReNtr144,BiomNtr14,Ntr,,,
TEOWNtr5310,Sunda Shelf mangroves,,BiReNtr144,BiomNtr14,Ntr,,,
TEOWNtr5311,Sundarbans mangroves,,BiReNtr144,BiomNtr14,Ntr,,,
TEOWNtr5312,Sonoran-Sinaloan transition subtropical dry forest,,BiReNtr25,BiomNtr2,Ntr,,,
TEOWNtr5313,Bermuda subtropical conifer forests,,BiReNtr35,BiomNtr3,Ntr,,,
TEOWNtr5314,Sierra Madre Occidental pine-oak forests,,BiReNtr35,BiomNtr3,Ntr,,,
TEOWNtr5315,Sierra Madre Oriental pine-oak forests,,BiReNtr35,BiomNtr3,Ntr,,,
TEOWNtr5316,Allegheny Highlands forests,,BiReNtr45,BiomNtr4,Ntr,,,
TEOWNtr5317,Appalachian mixed mesophytic forests,,BiReNtr45,BiomNtr4,Ntr,,,
TEOWNtr5318,Appalachian/Blue Ridge forests,,BiReNtr45,BiomNtr4,Ntr,,,
TEOWNtr5319,Central U.S. hardwood forests,,BiReNtr45,BiomNtr4,Ntr,,,
TEOWNtr5320,East Central Texas forests,,BiReNtr45,BiomNtr4,Ntr,,,
TEOWNtr5321,Eastern forest/boreal transition,,BiReNtr45,BiomNtr4,Ntr,,,
TEOWNtr5322,Eastern Great Lakes lowland forests,,BiReNtr45,BiomNtr4,Ntr,,,
TEOWNtr5323,Gulf of St. Lawrence lowland forests,,BiReNtr45,BiomNtr4,Ntr,,,
TEOWNtr5324,Mississippi lowland forests,,BiReNtr45,BiomNtr4,Ntr,,,
TEOWNtr5325,New England/Acadian forests,,BiReNtr45,BiomNtr4,Ntr,,,
TEOWNtr5326,Northeastern coastal forests,,BiReNtr45,BiomNtr4,Ntr,,,
TEOWNtr5327,Ozark Mountain forests,,BiReNtr45,BiomNtr4,Ntr,,,
TEOWNtr5328,Southeastern mixed forests,,BiReNtr45,BiomNtr4,Ntr,,,
TEOWNtr5329,Southern Great Lakes forests,,BiReNtr45,BiomNtr4,Ntr,,,
TEOWNtr5330,Upper Midwest Forest/Savanna transition zone,,BiReNtr45,BiomNtr4,Ntr,,,
TEOWNtr5331,Western Great Lakes forests,,BiReNtr45,BiomNtr4,Ntr,,,
TEOWNtr5332,Willamette Valley forests,,BiReNtr45,BiomNtr4,Ntr,,,
TEOWNtr5333,Alberta Mountain forests,,BiReNtr55,BiomNtr5,Ntr,,,
TEOWNtr5334,Alberta/British Columbia foothills forests,,BiReNtr55,BiomNtr5,Ntr,,,
TEOWNtr5335,Arizona Mountains forests,,BiReNtr55,BiomNtr5,Ntr,,,
TEOWNtr5336,Atlantic coastal pine barrens,,BiReNtr55,BiomNtr5,Ntr,,,
TEOWNtr5337,Blue Mountains forests,,BiReNtr55,BiomNtr5,Ntr,,,
TEOWNtr5338,British Columbia mainland coastal forests,,BiReNtr55,BiomNtr5,Ntr,,,
TEOWNtr5339,Cascade Mountains leeward forests,,BiReNtr55,BiomNtr5,Ntr,,,
TEOWNtr5340,Central and Southern Cascades forests,,BiReNtr55,BiomNtr5,Ntr,,,
TEOWNtr5341,Central British Columbia Mountain forests,,BiReNtr55,BiomNtr5,Ntr,,,
TEOWNtr5342,Central Pacific coastal forests,,BiReNtr55,BiomNtr5,Ntr,,,
TEOWNtr5343,Colorado Rockies forests,,BiReNtr55,BiomNtr5,Ntr,,,
TEOWNtr5344,Eastern Cascades forests,,BiReNtr55,BiomNtr5,Ntr,,,
TEOWNtr5345,Florida sand pine scrub,,BiReNtr55,BiomNtr5,Ntr,,,
TEOWNtr5346,Fraser Plateau and Basin complex,,BiReNtr55,BiomNtr5,Ntr,,,
TEOWNtr5347,Great Basin montane forests,,BiReNtr55,BiomNtr5,Ntr,,,
TEOWNtr5348,Klamath-Siskiyou forests,,BiReNtr55,BiomNtr5,Ntr,,,
TEOWNtr5349,Middle Atlantic coastal forests,,BiReNtr55,BiomNtr5,Ntr,,,
TEOWNtr5350,North Central Rockies forests,,BiReNtr55,BiomNtr5,Ntr,,,
TEOWNtr5351,Northern California coastal forests,,BiReNtr55,BiomNtr5,Ntr,,,
TEOWNtr5352,Northern Pacific coastal forests,,BiReNtr55,BiomNtr5,Ntr,,,
TEOWNtr5353,Northern transitional alpine forests,,BiReNtr55,BiomNtr5,Ntr,,,
TEOWNtr5354,Okanogan dry forests,,BiReNtr55,BiomNtr5,Ntr,,,
TEOWNtr5355,Piney Woods forests,,BiReNtr55,BiomNtr5,Ntr,,,
TEOWNtr5356,Puget lowland forests,,BiReNtr55,BiomNtr5,Ntr,,,
TEOWNtr5357,Queen Charlotte Islands,,BiReNtr55,BiomNtr5,Ntr,,,
TEOWNtr5358,Sierra Juarez & San Pedro Martir pine-oak forests,,BiReNtr55,BiomNtr5,Ntr,,,
TEOWNtr5359,Sierra Nevada forests,,BiReNtr55,BiomNtr5,Ntr,,,
TEOWNtr5360,South Central Rockies forests,,BiReNtr55,BiomNtr5,Ntr,,,
TEOWNtr5361,Southeastern conifer forests,,BiReNtr55,BiomNtr5,Ntr,,,
TEOWNtr5362,Wasatch and Uinta montane forests,,BiReNtr55,BiomNtr5,Ntr,,,
TEOWNtr5363,Alaska Peninsula montane taiga,,BiReNtr65,BiomNtr6,Ntr,,,
TEOWNtr5364,Central Canadian Shield forests,,BiReNtr65,BiomNtr6,Ntr,,,
TEOWNtr5365,Cook Inlet taiga,,BiReNtr65,BiomNtr6,Ntr,,,
TEOWNtr5366,Copper Plateau taiga,,BiReNtr65,BiomNtr6,Ntr,,,
TEOWNtr5367,Eastern Canadian forests,,BiReNtr65,BiomNtr6,Ntr,,,
TEOWNtr5368,Eastern Canadian Shield taiga,,BiReNtr65,BiomNtr6,Ntr,,,
TEOWNtr5369,Interior Alaska/Yukon lowland taiga,,BiReNtr65,BiomNtr6,Ntr,,,
TEOWNtr5370,Mid-Continental Canadian forests,,BiReNtr65,BiomNtr6,Ntr,,,
TEOWNtr5371,Midwestern Canadian Shield forests,,BiReNtr65,BiomNtr6,Ntr,,,
TEOWNtr5372,Muskwa/Slave Lake forests,,BiReNtr65,BiomNtr6,Ntr,,,
TEOWNtr5373,Newfoundland Highland forests,,BiReNtr65,BiomNtr6,Ntr,,,
TEOWNtr5374,Northern Canadian Shield taiga,,BiReNtr65,BiomNtr6,Ntr,,,
TEOWNtr5375,Northern Cordillera forests,,BiReNtr65,BiomNtr6,Ntr,,,
TEOWNtr5376,Northwest Territories taiga,,BiReNtr65,BiomNtr6,Ntr,,,
TEOWNtr5377,South Avalon-Burin oceanic barrens,,BiReNtr65,BiomNtr6,Ntr,,,
TEOWNtr5378,Southern Hudson Bay taiga,,BiReNtr65,BiomNtr6,Ntr,,,
TEOWNtr5379,Yukon Interior dry forests,,BiReNtr65,BiomNtr6,Ntr,,,
TEOWNtr5380,Western Gulf coastal grasslands,,BiReNtr75,BiomNtr7,Ntr,,,
TEOWNtr5381,California Central Valley grasslands,,BiReNtr85,BiomNtr8,Ntr,,,
TEOWNtr5382,Canadian Aspen forests and parklands,,BiReNtr85,BiomNtr8,Ntr,,,
TEOWNtr5383,Central and Southern mixed grasslands,,BiReNtr85,BiomNtr8,Ntr,,,
TEOWNtr5384,Central forest/grasslands transition zone,,BiReNtr85,BiomNtr8,Ntr,,,
TEOWNtr5385,Central tall grasslands,,BiReNtr85,BiomNtr8,Ntr,,,
TEOWNtr5386,Edwards Plateau savanna,,BiReNtr85,BiomNtr8,Ntr,,,
TEOWNtr5387,Flint Hills tall grasslands,,BiReNtr85,BiomNtr8,Ntr,,,
TEOWNtr5388,Montana Valley and Foothill grasslands,,BiReNtr85,BiomNtr8,Ntr,,,
TEOWNtr5389,Nebraska Sand Hills mixed grasslands,,BiReNtr85,BiomNtr8,Ntr,,,
TEOWNtr5390,Northern mixed grasslands,,BiReNtr85,BiomNtr8,Ntr,,,
TEOWNtr5391,Northern short grasslands,,BiReNtr85,BiomNtr8,Ntr,,,
TEOWNtr5392,Northern tall grasslands,,BiReNtr85,BiomNtr8,Ntr,,,
TEOWNtr5393,Palouse grasslands,,BiReNtr85,BiomNtr8,Ntr,,,
TEOWNtr5394,Texas blackland prairies,,BiReNtr85,BiomNtr8,Ntr,,,
TEOWNtr5395,Western short grasslands,,BiReNtr85,BiomNtr8,Ntr,,,
TEOWNtr5396,Alaska/St. Elias Range tundra,,BiReNtr115,BiomNtr11,Ntr,,,
TEOWNtr5397,Aleutian Islands tundra,,BiReNtr115,BiomNtr11,Ntr,,,
TEOWNtr5398,Arctic coastal tundra,,BiReNtr115,BiomNtr11,Ntr,,,
TEOWNtr5399,Arctic foothills tundra,,BiReNtr115,BiomNtr11,Ntr,,,
TEOWNtr5400,Baffin coastal tundra,,BiReNtr115,BiomNtr11,Ntr,,,
TEOWNtr5401,Beringia lowland tundra,,BiReNtr115,BiomNtr11,Ntr,,,
TEOWNtr5402,Beringia upland tundra,,BiReNtr115,BiomNtr11,Ntr,,,
TEOWNtr5403,Brooks/British Range tundra,,BiReNtr115,BiomNtr11,Ntr,,,
TEOWNtr5404,Davis Highlands tundra,,BiReNtr115,BiomNtr11,Ntr,,,
TEOWNtr5405,High Arctic tundra,,BiReNtr115,BiomNtr11,Ntr,,,
TEOWNtr5406,Interior Yukon/Alaska alpine tundra,,BiReNtr115,BiomNtr11,Ntr,,,
TEOWNtr5407,Kalaallit Nunaat high arctic tundra,,BiReNtr115,BiomNtr11,Ntr,,,
TEOWNtr5408,Kalaallit Nunaat low arctic tundra,,BiReNtr115,BiomNtr11,Ntr,,,
TEOWNtr5409,Low Arctic tundra,,BiReNtr115,BiomNtr11,Ntr,,,
TEOWNtr5410,Middle Arctic tundra,,BiReNtr115,BiomNtr11,Ntr,,,
TEOWNtr5411,Ogilvie/MacKenzie alpine tundra,,BiReNtr115,BiomNtr11,Ntr,,,
TEOWNtr5412,Pacific Coastal Mountain icefields and tundra,,BiReNtr115,BiomNtr11,Ntr,,,
TEOWNtr5413,Torngat Mountain tundra,,BiReNtr115,BiomNtr11,Ntr,,,
TEOWNtr5414,California coastal sage and chaparral,,BiReNtr125,BiomNtr12,Ntr,,,
TEOWNtr5415,California interior chaparral and woodlands,,BiReNtr125,BiomNtr12,Ntr,,,
TEOWNtr5416,California montane chaparral and woodlands,,BiReNtr125,BiomNtr12,Ntr,,,
TEOWNtr5417,Baja California desert,,BiReNtr135,BiomNtr13,Ntr,,,
TEOWNtr5418,Central Mexican matorral,,BiReNtr135,BiomNtr13,Ntr,,,
TEOWNtr5419,Chihuahuan desert,,BiReNtr135,BiomNtr13,Ntr,,,
TEOWNtr5420,Colorado Plateau shrublands,,BiReNtr135,BiomNtr13,Ntr,,,
TEOWNtr5421,Great Basin shrub steppe,,BiReNtr135,BiomNtr13,Ntr,,,
TEOWNtr5422,Gulf of California xeric scrub,,BiReNtr135,BiomNtr13,Ntr,,,
TEOWNtr5423,Meseta Central matorral,,BiReNtr135,BiomNtr13,Ntr,,,
TEOWNtr5424,Mojave desert,,BiReNtr135,BiomNtr13,Ntr,,,
TEOWNtr5425,Snake/Columbia shrub steppe,,BiReNtr135,BiomNtr13,Ntr,,,
TEOWNtr5426,Sonoran desert,,BiReNtr135,BiomNtr13,Ntr,,,
TEOWNtr5427,Tamaulipan matorral,,BiReNtr135,BiomNtr13,Ntr,,,
TEOWNtr5428,Tamaulipan mezquital,,BiReNtr135,BiomNtr13,Ntr,,,
TEOWNtr5429,Wyoming Basin shrub steppe,,BiReNtr135,BiomNtr13,Ntr,,,
TEOWNtr5430,Northwest Mexican Coast mangroves,,BiReNtr145,BiomNtr14,Ntr,,,
TEOWNtr5431,Araucaria moist forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5432,Atlantic Coast restingas,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5433,Bahia coastal forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5434,Bahia interior forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5435,Bolivian Yungas,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5436,Caatinga Enclaves moist forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5437,Caqueta moist forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5438,Catatumbo moist forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5439,Cauca Valley montane forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5440,Cayos Miskitos-San Andr?s & Providencia moist forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5441,Central American Atlantic moist forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5442,Central American montane forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5443,Chiapas montane forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5444,Chimalapas montane forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5445,Choc?-Dari?n moist forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5446,Cocos Island moist forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5447,Cordillera La Costa montane forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5448,Cordillera Oriental montane forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5449,Costa Rican seasonal moist forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5450,Cuban moist forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5451,Eastern Cordillera real montane forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5452,Eastern Panamanian montane forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5453,Fernando de Noronha-Atol das Rocas moist forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5454,Guayanan Highlands moist forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5455,Guianan moist forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5456,Gurupa varzeß,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5457,Hispaniolan moist forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5458,Iquitos varzeß,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5459,Isthmian-Atlantic moist forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5460,Isthmian-Pacific moist forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5461,Jamaican moist forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5462,Japurß-Solimoes-Negro moist forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5463,Juruß-Purus moist forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5464,Leeward Islands moist forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5465,Madeira-Tapaj?s moist forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5466,Magdalena Valley montane forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5467,Magdalena-Urabß moist forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5468,Maraj? Varzeß forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5469,Maranhao Baba?u forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5470,Mato Grosso seasonal forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5471,Monte Alegre varzeß,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5472,Napo moist forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5473,Negro-Branco moist forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5474,Northeastern Brazil restingas,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5475,Northwestern Andean montane forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5476,Oaxacan montane forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5477,Orinoco Delta swamp forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5478,Pantanos de Centla,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5479,Guianan Freshwater swamp forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5480,Alta Paranß Atlantic forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5481,Pernambuco coastal forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5482,Pernambuco interior forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5483,Peruvian Yungas,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5484,Pet?n-Veracruz moist forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5485,Puerto Rican moist forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5486,Purus varzeß,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5487,Purus-Madeira moist forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5488,Rio Negro campinarana,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5489,Santa Marta montane forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5490,Serra do Mar coastal forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5491,Sierra de los Tuxtlas,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5492,Sierra Madre de Chiapas moist forest,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5493,Solimoes-Japurß moist forest,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5494,South Florida rocklands,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5495,Southern Andean Yungas,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5496,Southwest Amazon moist forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5497,Talamancan montane forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5498,Tapaj?s-Xingu moist forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5499,Tepuis,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5500,Tocantins/Pindare moist forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5501,Trinidad and Tobago moist forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5502,Trindade-Martin Vaz Islands tropical forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5503,Uatuma-Trombetas moist forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5504,Ucayali moist forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5505,Venezuelan Andes montane forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5506,Veracruz moist forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5507,Veracruz montane forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5508,Western Ecuador moist forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5509,Windward Islands moist forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5510,Xingu-Tocantins-Araguaia moist forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5511,Yucatßn moist forests,,BiReNtr16,BiomNtr1,Ntr,,,
TEOWNtr5512,Apure-Villavicencio dry forests,,BiReNtr26,BiomNtr2,Ntr,,,
TEOWNtr5513,Atlantic dry forests,,BiReNtr26,BiomNtr2,Ntr,,,
TEOWNtr5514,Bahamian dry forests,,BiReNtr26,BiomNtr2,Ntr,,,
TEOWNtr5515,Baj?o dry forests,,BiReNtr26,BiomNtr2,Ntr,,,
TEOWNtr5516,Balsas dry forests,,BiReNtr26,BiomNtr2,Ntr,,,
TEOWNtr5517,Bolivian montane dry forests,,BiReNtr26,BiomNtr2,Ntr,,,
TEOWNtr5518,Cauca Valley dry forests,,BiReNtr26,BiomNtr2,Ntr,,,
TEOWNtr5519,Cayman  Islands dry forests,,BiReNtr26,BiomNtr2,Ntr,,,
TEOWNtr5520,Central American dry forests,,BiReNtr26,BiomNtr2,Ntr,,,
TEOWNtr5521,Chaco,,BiReNtr26,BiomNtr2,Ntr,,,
TEOWNtr5522,Chiapas Depression dry forests,,BiReNtr26,BiomNtr2,Ntr,,,
TEOWNtr5523,Chiquitano dry forests,,BiReNtr26,BiomNtr2,Ntr,,,
TEOWNtr5524,Cuban dry forests,,BiReNtr26,BiomNtr2,Ntr,,,
TEOWNtr5525,Ecuadorian dry forests,,BiReNtr26,BiomNtr2,Ntr,,,
TEOWNtr5526,Hispaniolan dry forests,,BiReNtr26,BiomNtr2,Ntr,,,
TEOWNtr5527,Islas Revillagigedo dry forests,,BiReNtr26,BiomNtr2,Ntr,,,
TEOWNtr5528,Jalisco dry forests,,BiReNtr26,BiomNtr2,Ntr,,,
TEOWNtr5529,Jamaican dry forests,,BiReNtr26,BiomNtr2,Ntr,,,
TEOWNtr5530,Lara-Falc?n dry forests,,BiReNtr26,BiomNtr2,Ntr,,,
TEOWNtr5531,Leeward Islands dry forests,,BiReNtr26,BiomNtr2,Ntr,,,
TEOWNtr5532,Magdalena Valley dry forests,,BiReNtr26,BiomNtr2,Ntr,,,
TEOWNtr5533,Maracaibo dry forests,,BiReNtr26,BiomNtr2,Ntr,,,
TEOWNtr5534,Mara±?n dry forests,,BiReNtr26,BiomNtr2,Ntr,,,
TEOWNtr5535,Panamanian dry forests,,BiReNtr26,BiomNtr2,Ntr,,,
TEOWNtr5536,Patia Valley dry forests,,BiReNtr26,BiomNtr2,Ntr,,,
TEOWNtr5537,Puerto Rican dry forests,,BiReNtr26,BiomNtr2,Ntr,,,
TEOWNtr5538,Sierra de la Laguna dry forests,,BiReNtr26,BiomNtr2,Ntr,,,
TEOWNtr5539,Sinaloan dry forests,,BiReNtr26,BiomNtr2,Ntr,,,
TEOWNtr5540,Sin· Valley dry forests,,BiReNtr26,BiomNtr2,Ntr,,,
TEOWNtr5541,Southern Pacific dry forests,,BiReNtr26,BiomNtr2,Ntr,,,
TEOWNtr5542,Trinidad and Tobago dry forests,,BiReNtr26,BiomNtr2,Ntr,,,
TEOWNtr5543,Tumbes-Piura dry forests,,BiReNtr26,BiomNtr2,Ntr,,,
TEOWNtr5544,Veracruz dry forests,,BiReNtr26,BiomNtr2,Ntr,,,
TEOWNtr5545,Windward Islands dry forests,,BiReNtr26,BiomNtr2,Ntr,,,
TEOWNtr5546,Yucatßn dry forests,,BiReNtr26,BiomNtr2,Ntr,,,
TEOWNtr5547,Bahamian pine forests,,BiReNtr36,BiomNtr3,Ntr,,,
TEOWNtr5548,Belizian pine forests,,BiReNtr36,BiomNtr3,Ntr,,,
TEOWNtr5549,Central American pine-oak forests,,BiReNtr36,BiomNtr3,Ntr,,,
TEOWNtr5550,Cuban pine forests,,BiReNtr36,BiomNtr3,Ntr,,,
TEOWNtr5551,Hispaniolan pine forests,,BiReNtr36,BiomNtr3,Ntr,,,
TEOWNtr5552,Miskito pine forests,,BiReNtr36,BiomNtr3,Ntr,,,
TEOWNtr5553,Sierra de la Laguna pine-oak forests,,BiReNtr36,BiomNtr3,Ntr,,,
TEOWNtr5554,Sierra Madre de Oaxaca pine-oak forests,,BiReNtr36,BiomNtr3,Ntr,,,
TEOWNtr5555,Sierra Madre del Sur pine-oak forests,,BiReNtr36,BiomNtr3,Ntr,,,
TEOWNtr5556,Trans-Mexican Volcanic Belt pine-oak forests,,BiReNtr36,BiomNtr3,Ntr,,,
TEOWNtr5557,Juan Fernandez Islands temperate forests,,BiReNtr46,BiomNtr4,Ntr,,,
TEOWNtr5558,Magellanic subpolar forests,,BiReNtr46,BiomNtr4,Ntr,,,
TEOWNtr5559,San Felix-San Ambrosio Islands temperate forests,,BiReNtr46,BiomNtr4,Ntr,,,
TEOWNtr5560,Valdivian temperate forests,,BiReNtr46,BiomNtr4,Ntr,,,
TEOWNtr5561,Arid Chaco,,BiReNtr76,BiomNtr7,Ntr,,,
TEOWNtr5562,Beni savanna,,BiReNtr76,BiomNtr7,Ntr,,,
TEOWNtr5563,Campos Rupestres montane savanna,,BiReNtr76,BiomNtr7,Ntr,,,
TEOWNtr5564,Cerrado,,BiReNtr76,BiomNtr7,Ntr,,,
TEOWNtr5565,clipperton Island Scrub and Grassland,,BiReNtr76,BiomNtr7,Ntr,,,
TEOWNtr5566,C?rdoba montane savanna,,BiReNtr76,BiomNtr7,Ntr,,,
TEOWNtr5567,Guyanan savanna,,BiReNtr76,BiomNtr7,Ntr,,,
TEOWNtr5568,Humid Chaco,,BiReNtr76,BiomNtr7,Ntr,,,
TEOWNtr5569,Llanos,,BiReNtr76,BiomNtr7,Ntr,,,
TEOWNtr5570,Uruguayan savanna,,BiReNtr76,BiomNtr7,Ntr,,,
TEOWNtr5571,Argentine Espinal,,BiReNtr86,BiomNtr8,Ntr,,,
TEOWNtr5572,Argentine Monte,,BiReNtr86,BiomNtr8,Ntr,,,
TEOWNtr5573,Humid Pampas,,BiReNtr86,BiomNtr8,Ntr,,,
TEOWNtr5574,Patagonian grasslands,,BiReNtr86,BiomNtr8,Ntr,,,
TEOWNtr5575,Patagonian steppe,,BiReNtr86,BiomNtr8,Ntr,,,
TEOWNtr5576,Semi-arid Pampas,,BiReNtr86,BiomNtr8,Ntr,,,
TEOWNtr5577,Central Mexican wetlands,,BiReNtr96,BiomNtr9,Ntr,,,
TEOWNtr5578,Cuban wetlands,,BiReNtr96,BiomNtr9,Ntr,,,
TEOWNtr5579,Enriquillo wetlands,,BiReNtr96,BiomNtr9,Ntr,,,
TEOWNtr5580,Everglades,,BiReNtr96,BiomNtr9,Ntr,,,
TEOWNtr5581,Guayaquil flooded grasslands,,BiReNtr96,BiomNtr9,Ntr,,,
TEOWNtr5582,Orinoco wetlands,,BiReNtr96,BiomNtr9,Ntr,,,
TEOWNtr5583,Pantanal,,BiReNtr96,BiomNtr9,Ntr,,,
TEOWNtr5584,Paranß flooded savanna,,BiReNtr96,BiomNtr9,Ntr,,,
TEOWNtr5585,Southern Cone Mesopotamian savanna,,BiReNtr96,BiomNtr9,Ntr,,,
TEOWNtr5586,Central Andean dry puna,,BiReNtr106,BiomNtr10,Ntr,,,
TEOWNtr5587,Central Andean puna,,BiReNtr106,BiomNtr10,Ntr,,,
TEOWNtr5588,Central Andean wet puna,,BiReNtr106,BiomNtr10,Ntr,,,
TEOWNtr5589,Cordillera Central paramo,,BiReNtr106,BiomNtr10,Ntr,,,
TEOWNtr5590,Cordillera de Merida paramo,,BiReNtr106,BiomNtr10,Ntr,,,
TEOWNtr5591,Northern Andean paramo,,BiReNtr106,BiomNtr10,Ntr,,,
TEOWNtr5592,Santa Marta paramo,,BiReNtr106,BiomNtr10,Ntr,,,
